,IDCliente,Genero,Aposentado,Casado,Dependentes,MesesComoCliente,ServicoTelefone,MultiplasLinhas,ServicoInternet,ServicoSegurancaOnline,ServicoBackupOnline,ProtecaoEquipamento,ServicoSuporteTecnico,ServicoStreamingTV,ServicoFilmes,TipoContrato,FaturaDigital,FormaPagamento,ValorMensal,TotalSpend,Churn,Codigo
4668,1791-PQHBB,Feminino,0,No,Yes,2,Yes,No,DSL,Yes,No,No,No,No,Yes,Mensal,Yes,CartaoCredito,61.2,125.95,No,
2011,1492-QGCLU,Masculino,0,Yes,Yes,53,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Mensal,No,BoletoEletronico,85.7,4616.1,No,
5335,3327-YBAKM,Feminino,0,Yes,No,64,Yes,No,Fibra,Yes,No,No,Yes,Yes,Yes,Anual,Yes,BoletoImpresso,96.9,6314.35,No,
3515,5206-HPJKM,Masculino,0,No,No,17,Yes,No,DSL,Yes,Yes,No,No,No,No,Mensal,Yes,CartaoCredito,55.5,934.15,No,
4781,9814-AOUDH,Masculino,0,No,No,53,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,CartaoCredito,19.5,1050.5,No,
5953,6888-SBYAI,Masculino,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Mensal,Yes,BoletoImpresso,50.7,50.7,No,
6892,1545-ACTAS,Feminino,0,Yes,Yes,48,Yes,No,Fibra,Yes,No,Yes,No,Yes,Yes,Anual,Yes,DebitoAutomatico,99.7,4977.2,No,
3989,7634-WSWDB,Feminino,0,No,Yes,8,No,SemTelefone,DSL,Yes,No,No,No,No,Yes,Mensal,Yes,BoletoEletronico,38.5,330.8,No,
3264,6818-DJXAA,Feminino,0,No,Yes,10,Yes,No,Fibra,No,No,Yes,Yes,Yes,No,Mensal,Yes,BoletoEletronico,91.1,964.35,No,
5677,2896-TBNBE,Masculino,0,Yes,No,40,Yes,No,Fibra,No,Yes,Yes,No,No,No,Anual,No,BoletoEletronico,80.8,3132.75,No,
5318,2498-XLDZR,Feminino,0,Yes,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,2 anos,No,BoletoImpresso,73.6,2316.85,No,
5153,5439-WIKXB,Masculino,1,Yes,No,41,Yes,No,Fibra,No,Yes,No,No,Yes,Yes,Mensal,Yes,BoletoEletronico,94.55,3851.45,No,
4671,3393-FMZPV,Feminino,0,No,No,25,Yes,Yes,Fibra,No,Yes,No,No,Yes,Yes,Mensal,Yes,BoletoEletronico,100.25,2387.75,Yes,
6,1452-KIOVK,Masculino,0,No,Yes,22,Yes,Yes,Fibra,No,Yes,No,No,Yes,No,Mensal,Yes,CartaoCredito,89.1,1949.4,No,
2980,5598-IKHQQ,Feminino,0,No,No,72,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,CartaoCredito,25.45,1866.45,No,
3739,5789-LDFXO,Masculino,0,No,No,24,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,No,BoletoEletronico,24.6,592.65,No,
2487,6620-HVDUJ,Masculino,0,No,No,24,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Mensal,No,DebitoAutomatico,60.45,1440.75,No,
3361,8659-HDIYE,Feminino,1,No,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Mensal,No,CartaoCredito,74.65,4869.35,No,
678,5760-IFJOZ,Masculino,0,No,No,3,Yes,Yes,Fibra,No,Yes,Yes,No,Yes,Yes,Mensal,No,BoletoImpresso,107.95,313.6,No,
1943,7442-YGZFK,Masculino,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Mensal,Yes,CartaoCredito,49.8,49.8,No,
6037,7537-CBQUZ,Masculino,1,No,No,63,Yes,Yes,Fibra,Yes,Yes,Yes,No,Yes,Yes,Mensal,Yes,DebitoAutomatico,109.4,7031.45,No,
6480,0939-EREMR,Feminino,0,No,Yes,13,Yes,No,DSL,No,No,Yes,Yes,No,No,Mensal,No,BoletoImpresso,53.45,718.1,No,
5954,7395-XWZOY,Masculino,0,No,No,20,No,SemTelefone,DSL,Yes,Yes,Yes,Yes,Yes,No,Mensal,Yes,CartaoCredito,55.0,1165.55,No,
5403,0292-WEGCH,Feminino,0,Yes,Yes,54,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Mensal,Yes,BoletoEletronico,86.2,4524.05,No,
6045,4487-ZYJZK,Feminino,0,Yes,Yes,38,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,No,CartaoCredito,19.6,763.1,No,
2607,5539-TMZLF,Masculino,1,No,No,1,Yes,No,Fibra,No,No,No,No,No,No,Mensal,Yes,BoletoEletronico,69.75,69.75,Yes,
6416,9610-WCESF,Masculino,0,No,No,67,No,SemTelefone,DSL,Yes,No,No,Yes,Yes,No,2 anos,No,BoletoEletronico,43.9,3097.2,No,
4502,1264-BYWMS,Masculino,0,No,No,55,Yes,Yes,Fibra,No,No,No,No,Yes,Yes,Mensal,Yes,BoletoEletronico,96.8,5283.95,Yes,
6476,1177-XZBJL,Masculino,0,Yes,Yes,53,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Anual,No,DebitoAutomatico,64.15,3491.55,No,
4080,6199-IPCAO,Feminino,0,Yes,Yes,29,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,BoletoImpresso,26.1,692.55,No,
1064,3800-LYTRK,Feminino,0,No,No,14,Yes,No,DSL,Yes,No,No,Yes,No,No,Anual,No,BoletoImpresso,55.7,795.15,No,
2894,8869-TORSS,Feminino,0,No,No,48,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Anual,Yes,CartaoCredito,60.35,2896.4,Yes,
4467,0667-NSRGI,Feminino,0,Yes,No,48,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Anual,Yes,BoletoImpresso,69.55,3435.6,No,
4607,2853-CWQFQ,Masculino,0,No,Yes,1,Yes,No,DSL,No,No,No,Yes,No,Yes,Mensal,Yes,BoletoImpresso,59.55,59.55,No,
2242,3378-AJRAO,Masculino,0,Yes,Yes,44,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,No,BoletoEletronico,24.85,1013.6,No,
1474,9495-SKLKD,Masculino,0,Yes,Yes,45,Yes,Yes,Fibra,No,Yes,Yes,No,No,Yes,Mensal,Yes,DebitoAutomatico,95.95,4456.65,No,
6926,1450-SKCVI,Feminino,0,No,No,56,Yes,No,Fibra,No,Yes,No,No,No,No,Mensal,Yes,BoletoEletronico,73.85,4092.85,Yes,
1889,8069-YQQAJ,Masculino,0,No,No,14,No,SemTelefone,DSL,No,Yes,No,No,No,No,Mensal,Yes,BoletoImpresso,31.1,419.7,No,
3435,4450-DLLMH,Masculino,0,No,No,2,Yes,No,Fibra,No,No,No,No,No,No,Mensal,Yes,CartaoCredito,71.3,157.75,No,
4367,3340-QBBFM,Masculino,1,Yes,No,36,Yes,No,DSL,No,No,Yes,Yes,No,No,Anual,No,CartaoCredito,54.1,1992.85,No,
1053,5669-SRAIP,Feminino,0,No,No,5,No,SemTelefone,DSL,No,No,Yes,No,No,Yes,Mensal,No,BoletoEletronico,39.5,210.75,Yes,
3705,9220-CXRSC,Feminino,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,No,Yes,No,No,2 anos,No,CartaoCredito,61.4,4059.85,No,
2021,0181-RITDD,Masculino,0,Yes,Yes,62,Yes,No,Fibra,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,No,BoletoImpresso,108.15,6825.65,No,
6706,7878-RTCZG,Feminino,0,No,No,1,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,BoletoImpresso,19.9,19.9,No,
5015,0708-SJDIS,Feminino,0,No,No,34,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Mensal,No,BoletoImpresso,65.0,2157.5,No,
5962,3842-QTGDL,Masculino,0,Yes,No,16,Yes,No,Fibra,Yes,Yes,No,No,No,No,Mensal,No,DebitoAutomatico,80.75,1321.3,No,
2658,7473-ZBDSN,Feminino,0,Yes,Yes,14,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,BoletoImpresso,18.8,255.55,No,
2467,6559-RAKOZ,Masculino,0,Yes,Yes,49,Yes,Yes,Fibra,No,No,No,Yes,Yes,Yes,Anual,Yes,BoletoEletronico,97.95,4917.9,No,
5380,9689-PTNPG,Masculino,0,No,No,2,Yes,No,Fibra,No,No,No,No,Yes,No,Mensal,Yes,BoletoEletronico,80.25,144.55,Yes,
1130,5859-HZYLF,Masculino,0,Yes,Yes,26,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Yes,CartaoCredito,19.15,515.75,No,
1461,6234-PFPXL,Masculino,0,Yes,No,22,Yes,Yes,Fibra,Yes,No,No,Yes,Yes,No,Mensal,No,CartaoCredito,95.9,2234.95,No,
5482,6289-CPNLD,Masculino,0,Yes,Yes,33,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Anual,Yes,BoletoImpresso,73.9,2405.05,Yes,
6372,6368-TZZDT,Masculino,0,Yes,Yes,4,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,CartaoCredito,19.5,96.85,No,
3365,3865-ZFZIB,Masculino,0,No,No,19,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,BoletoImpresso,19.65,358.15,No,
6995,7164-BPTUT,Masculino,0,No,Yes,57,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,No,BoletoImpresso,89.55,5012.35,No,
4302,9134-WYRVP,Masculino,0,No,No,51,Yes,No,Fibra,Yes,No,No,No,Yes,No,Anual,No,BoletoImpresso,86.35,4267.15,No,
3350,7663-RGWBC,Masculino,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mensal,Yes,BoletoImpresso,44.15,44.15,Yes,
2968,0258-NOKBL,Masculino,0,No,No,3,Yes,No,Fibra,No,Yes,Yes,No,No,Yes,Mensal,No,BoletoEletronico,90.4,268.45,No,
222,6469-MRVET,Masculino,0,Yes,Yes,1,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Yes,BoletoEletronico,20.2,20.2,No,
6523,2834-JKOOW,Feminino,0,No,No,15,No,SemTelefone,DSL,Yes,Yes,Yes,Yes,No,No,Anual,No,BoletoImpresso,45.9,693.45,No,
48,7639-LIAYI,Masculino,0,No,No,52,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,2 anos,Yes,CartaoCredito,79.75,4217.8,No,
573,4710-FDUIZ,Masculino,0,Yes,No,56,Yes,Yes,Fibra,No,Yes,No,No,Yes,Yes,Anual,No,CartaoCredito,100.3,5614.45,Yes,
1236,5835-BEQEU,Masculino,0,No,No,3,Yes,Yes,Fibra,No,No,No,No,No,No,Mensal,Yes,BoletoEletronico,76.95,228.4,Yes,
5356,5701-GUXDC,Feminino,0,Yes,No,26,No,SemTelefone,DSL,Yes,No,Yes,No,No,No,Anual,No,CartaoCredito,35.4,978.6,No,
3033,5795-KTGUD,Feminino,0,Yes,No,68,Yes,Yes,Fibra,Yes,Yes,Yes,No,Yes,Yes,2 anos,Yes,DebitoAutomatico,110.8,7553.6,No,
6823,7009-LGECI,Feminino,0,No,No,4,Yes,No,DSL,Yes,No,No,No,No,No,Mensal,Yes,DebitoAutomatico,50.55,235.65,No,
3382,6285-FTQBF,Masculino,0,Yes,Yes,72,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,CartaoCredito,25.55,1867.7,No,
6323,0691-NIKRI,Feminino,0,No,No,40,Yes,Yes,Fibra,No,No,Yes,Yes,Yes,Yes,Anual,Yes,CartaoCredito,105.95,4335.2,No,
2282,1587-FKLZB,Masculino,1,Yes,Yes,66,Yes,Yes,Fibra,No,No,Yes,No,Yes,Yes,Mensal,Yes,CartaoCredito,99.5,6822.15,Yes,
4767,1064-FBXNK,Masculino,0,Yes,Yes,1,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,No,CartaoCredito,19.85,19.85,No,
267,3197-ARFOY,Feminino,1,No,No,19,Yes,No,Fibra,Yes,Yes,No,Yes,Yes,Yes,Mensal,Yes,BoletoImpresso,105.0,2007.25,No,
1104,8717-VCTXJ,Masculino,0,No,No,42,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Yes,BoletoImpresso,19.55,839.4,No,
2305,4947-DSMXK,Masculino,0,Yes,Yes,34,Yes,Yes,Fibra,No,Yes,No,No,Yes,Yes,Mensal,Yes,DebitoAutomatico,97.7,3410,No,
5538,4614-NUVZD,Feminino,0,No,No,1,Yes,No,Fibra,No,No,No,No,No,Yes,Mensal,Yes,BoletoEletronico,81.1,81.1,Yes,
6182,2925-VDZHY,Masculino,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,No,CartaoCredito,88.7,6501.35,No,
1935,7297-DVYGA,Feminino,0,No,No,51,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Yes,DebitoAutomatico,19.85,996.95,No,
386,0533-BNWKF,Feminino,1,Yes,No,55,Yes,Yes,Fibra,No,Yes,Yes,No,No,No,Mensal,Yes,BoletoEletronico,85.45,4874.7,Yes,
1701,6097-EQISJ,Feminino,0,Yes,Yes,66,Yes,Yes,Fibra,No,Yes,Yes,No,Yes,Yes,Anual,Yes,CartaoCredito,102.45,6615.15,Yes,
1628,6267-DCFFZ,Feminino,1,Yes,No,30,Yes,Yes,Fibra,No,Yes,No,No,Yes,No,Mensal,Yes,BoletoEletronico,90.05,2627.2,No,
3585,5913-INRQV,Masculino,1,Yes,No,34,Yes,No,Fibra,Yes,No,No,Yes,Yes,No,Anual,No,BoletoImpresso,90.15,3128.8,No,
5483,5536-SLHPM,Feminino,0,Yes,No,55,Yes,Yes,Fibra,No,No,Yes,No,No,No,Mensal,Yes,BoletoEletronico,77.75,4458.15,Yes,
2714,6838-YAUVY,Feminino,0,No,No,54,Yes,Yes,Fibra,No,No,Yes,Yes,No,Yes,2 anos,Yes,DebitoAutomatico,95.1,5064.85,No,
4128,4628-CTTLA,Masculino,0,No,No,57,No,SemTelefone,DSL,No,Yes,No,No,Yes,No,Mensal,Yes,BoletoEletronico,39.3,2111.45,Yes,
5003,1867-BDVFH,Masculino,0,Yes,Yes,11,Yes,Yes,Fibra,No,No,No,No,No,No,Mensal,Yes,BoletoEletronico,74.35,834.2,Yes,
6158,3845-FXCYS,Masculino,0,No,No,2,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Yes,BoletoEletronico,19.65,31.2,No,
1563,3223-DWFIO,Masculino,1,No,No,4,Yes,No,Fibra,No,No,No,No,No,No,Mensal,No,BoletoEletronico,69.35,261.65,No,
3622,3569-JFODW,Feminino,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,No,CartaoCredito,90.95,6652.45,No,
5998,0442-TDYUO,Masculino,0,Yes,No,48,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Yes,BoletoImpresso,20.05,1036,No,
2760,9534-NSXEM,Masculino,0,No,No,26,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Yes,CartaoCredito,20.65,595.5,No,
3189,5384-ZTTWP,Feminino,0,Yes,Yes,15,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,BoletoImpresso,19.8,272.95,No,
4515,9274-UARKJ,Feminino,0,No,No,15,Yes,No,Fibra,No,Yes,No,No,Yes,No,Mensal,Yes,DebitoAutomatico,83.2,1130,No,
209,1347-KTTTA,Masculino,0,Yes,No,64,Yes,No,Fibra,No,Yes,Yes,Yes,Yes,Yes,Anual,Yes,CartaoCredito,102.45,6654.1,No,
909,0835-JKADZ,Feminino,0,No,No,71,Yes,Yes,Fibra,No,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,BoletoEletronico,111.25,7984.15,No,
1289,9968-FFVVH,Masculino,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Anual,No,DebitoAutomatico,68.8,4111.35,No,
6761,2369-FEVNO,Masculino,0,No,No,1,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Yes,BoletoImpresso,19.9,19.9,No,
1866,7940-UQQUG,Feminino,0,Yes,Yes,64,Yes,Yes,Fibra,Yes,No,No,Yes,Yes,Yes,Anual,Yes,DebitoAutomatico,104.4,6721.6,No,
1842,6959-GQEGV,Masculino,0,No,No,45,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Mensal,Yes,BoletoEletronico,75.95,3273.8,No,
2497,5702-SKUOB,Feminino,0,Yes,No,4,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,BoletoImpresso,19.6,93.45,No,
5956,3640-PHQXK,Feminino,0,No,No,31,Yes,Yes,Fibra,No,No,Yes,No,No,Yes,Mensal,Yes,BoletoEletronico,89.9,2806.9,Yes,
104,3192-NQECA,Masculino,0,Yes,No,68,Yes,Yes,Fibra,No,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,DebitoAutomatico,110.0,7611.85,Yes,
958,4002-BQWPQ,Masculino,0,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Mensal,No,DebitoAutomatico,81.75,2028.8,No,
1793,4193-IBKSW,Masculino,0,Yes,Yes,72,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,DebitoAutomatico,24.75,1769.6,No,
2088,6784-XYJAE,Feminino,0,No,No,36,Yes,Yes,DSL,No,No,Yes,No,No,No,Anual,No,BoletoEletronico,55.8,1941.5,No,
2702,1942-OQFRW,Masculino,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mensal,No,BoletoEletronico,44.0,44,No,
3826,3213-VVOLG,Masculino,0,Yes,Yes,0,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,BoletoImpresso,25.35,,No,
5789,2805-AUFQN,Feminino,0,No,No,25,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,CartaoCredito,19.8,475.2,No,
331,9498-FIMXL,Feminino,0,No,No,8,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Yes,BoletoImpresso,19.2,161.95,No,
5452,3026-ATZYV,Feminino,0,Yes,Yes,37,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Anual,No,DebitoAutomatico,75.1,2658.8,No,
4618,6350-XFYGW,Masculino,1,No,No,4,Yes,No,Fibra,No,No,Yes,No,Yes,Yes,Mensal,Yes,BoletoEletronico,94.75,422.4,No,
5103,6421-SZVEM,Feminino,0,Yes,Yes,28,Yes,No,Fibra,Yes,No,No,No,No,Yes,Anual,Yes,DebitoAutomatico,82.85,2320.8,No,
5338,2580-ASVVY,Feminino,0,Yes,No,37,No,SemTelefone,DSL,Yes,No,No,Yes,Yes,No,2 anos,No,BoletoEletronico,45.4,1593.1,No,
2459,7140-ADSMJ,Masculino,0,No,No,8,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Yes,CartaoCredito,20.45,162.3,No,
1774,5207-PLSTK,Masculino,0,Yes,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Mensal,Yes,BoletoImpresso,48.75,48.75,No,
6929,0357-NVCRI,Feminino,0,No,Yes,25,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,CartaoCredito,20.05,471.7,No,
4947,4735-ASGMA,Masculino,0,No,No,26,Yes,Yes,Fibra,No,No,Yes,No,Yes,Yes,Mensal,Yes,BoletoEletronico,98.35,2515.3,Yes,
4368,1704-NRWYE,Feminino,1,No,No,9,Yes,No,Fibra,No,No,No,No,Yes,No,Mensal,Yes,BoletoEletronico,80.85,751.65,Yes,
4594,4658-HCOHW,Feminino,0,Yes,Yes,21,Yes,No,Fibra,No,Yes,Yes,Yes,Yes,Yes,Mensal,Yes,BoletoEletronico,102.8,2110.15,Yes,
2686,4283-FUTGF,Masculino,1,No,No,19,Yes,Yes,Fibra,No,No,Yes,No,No,No,Mensal,Yes,BoletoEletronico,79.85,1471.75,Yes,
5939,4712-AUQZO,Masculino,0,No,No,18,No,SemTelefone,DSL,Yes,No,Yes,No,No,No,Mensal,No,BoletoImpresso,33.6,550.35,No,
5715,0363-QJVFX,Masculino,0,No,No,32,Yes,Yes,Fibra,Yes,Yes,No,Yes,Yes,Yes,Mensal,Yes,CartaoCredito,108.15,3432.9,Yes,
5013,1261-FWTTE,Masculino,1,No,No,23,No,SemTelefone,DSL,No,No,No,No,No,Yes,Mensal,Yes,DebitoAutomatico,34.65,768.45,No,
4816,5906-DVAPM,Feminino,0,Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Anual,Yes,CartaoCredito,75.0,4213.9,No,
2897,8234-GSZYK,Masculino,0,No,No,43,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,DebitoAutomatico,26.45,1110.05,No,
4997,4816-JBHOV,Masculino,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Mensal,Yes,BoletoEletronico,44.7,93.7,Yes,
1710,6435-SRWBJ,Feminino,0,No,No,5,Yes,Yes,Fibra,No,No,Yes,Yes,No,No,Mensal,Yes,BoletoEletronico,82.75,417.75,No,
5417,9715-SBVSU,Masculino,0,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,No,No,Yes,2 anos,Yes,DebitoAutomatico,61.4,815.55,No,
5377,8313-KTIHG,Masculino,0,No,No,4,Yes,No,DSL,No,No,No,Yes,Yes,No,Mensal,Yes,BoletoEletronico,61.3,249.4,No,
2478,7878-JGDKK,Masculino,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Mensal,No,BoletoImpresso,44.55,220.75,No,
5012,9367-TCUYN,Feminino,0,No,No,12,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,BoletoImpresso,20.1,223.6,No,
5291,1334-PDUKM,Feminino,0,Yes,No,68,Yes,Yes,Fibra,No,Yes,Yes,No,No,No,Anual,No,CartaoCredito,86.45,5762.95,No,
1366,7249-WBIYX,Masculino,0,Yes,No,10,Yes,Yes,Fibra,No,No,No,No,Yes,No,Mensal,Yes,BoletoEletronico,85.6,813.85,Yes,
173,0691-JVSYA,Feminino,0,Yes,No,53,Yes,No,Fibra,No,No,Yes,No,Yes,Yes,Anual,Yes,DebitoAutomatico,94.85,5000.2,Yes,
858,3224-DFQNQ,Feminino,0,Yes,No,66,Yes,Yes,Fibra,Yes,Yes,No,Yes,No,No,Anual,No,BoletoEletronico,89.0,5898.6,No,
6758,7956-XQWGU,Masculino,0,No,No,27,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Yes,CartaoCredito,19.4,460.25,No,
5183,8988-ECPJR,Feminino,1,Yes,Yes,34,Yes,Yes,Fibra,No,Yes,No,No,No,No,Mensal,Yes,BoletoImpresso,79.6,2718.3,Yes,
3524,4706-AXVKM,Feminino,1,No,No,11,Yes,Yes,Fibra,No,No,No,No,No,Yes,Mensal,Yes,CartaoCredito,84.8,906.85,Yes,
3321,3913-RDSJZ,Feminino,0,Yes,No,64,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,BoletoImpresso,25.55,1714.95,No,
5129,0620-DLSLK,Feminino,0,No,No,13,Yes,No,Fibra,No,No,No,No,Yes,No,Mensal,Yes,BoletoImpresso,81.9,1028.9,No,
6139,3039-MJSLN,Masculino,0,No,Yes,3,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,DebitoAutomatico,20.2,50.6,No,
4404,1307-ATKGB,Masculino,0,No,No,24,Yes,No,Fibra,No,Yes,Yes,No,No,Yes,Mensal,Yes,BoletoEletronico,89.55,2187.15,No,
3997,6023-GSSXW,Feminino,0,Yes,No,69,Yes,No,DSL,No,Yes,No,No,No,Yes,2 anos,Yes,CartaoCredito,61.45,4131.2,No,
1952,0564-MUUQK,Feminino,0,Yes,Yes,20,Yes,Yes,Fibra,No,No,Yes,Yes,No,Yes,Mensal,Yes,DebitoAutomatico,95.5,1916.2,No,
3311,6137-MFAJN,Feminino,0,No,No,48,No,SemTelefone,DSL,Yes,Yes,No,No,Yes,No,Mensal,Yes,BoletoEletronico,44.8,2104.55,No,
2492,9206-GVPEQ,Masculino,0,Yes,No,13,No,SemTelefone,DSL,Yes,No,No,Yes,Yes,Yes,Mensal,Yes,BoletoEletronico,54.45,706.85,Yes,
4204,4395-PZMSN,Masculino,1,No,No,5,Yes,No,Fibra,No,Yes,No,No,No,Yes,Mensal,Yes,BoletoEletronico,85.55,408.5,No,
6481,9389-ACWBI,Feminino,0,Yes,Yes,5,Yes,No,Fibra,No,No,No,No,No,No,Mensal,No,CartaoCredito,69.95,320.4,No,
2036,8775-ERLNB,Masculino,1,Yes,No,1,Yes,Yes,Fibra,No,No,No,No,No,No,Mensal,No,BoletoEletronico,74.3,74.3,No,
5518,9574-RKJIF,Masculino,0,Yes,Yes,30,Yes,Yes,Fibra,Yes,Yes,No,No,Yes,No,Mensal,Yes,BoletoEletronico,94.4,2838.7,Yes,
6714,7315-WYOAW,Masculino,0,No,No,13,Yes,Yes,Fibra,No,No,No,Yes,Yes,Yes,Mensal,No,BoletoEletronico,100.75,1313.25,No,
6354,3214-IYUUQ,Feminino,0,Yes,No,61,Yes,No,Fibra,Yes,Yes,No,Yes,No,Yes,Anual,No,DebitoAutomatico,93.7,5860.7,No,
3403,9618-LFJRU,Feminino,0,No,No,4,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,CartaoCredito,20.45,82.85,No,
18,4190-MFLUW,Feminino,0,Yes,Yes,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Mensal,No,CartaoCredito,55.2,528.35,Yes,
3691,2150-WLKUW,Feminino,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Anual,No,DebitoAutomatico,63.9,2635,No,
5310,6171-ZTVYB,Masculino,0,Yes,No,43,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Mensal,No,DebitoAutomatico,66.25,2907.35,No,
0,7590-VHVEG,Feminino,0,Yes,No,1,No,SemTelefone,DSL,No,Yes,No,No,No,No,Mensal,Yes,BoletoEletronico,29.85,29.85,No,
3628,5186-EJEGL,Masculino,0,No,No,9,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Mensal,Yes,BoletoImpresso,69.5,653.25,No,
5573,5550-VFRLC,Feminino,1,No,No,1,Yes,No,Fibra,No,No,No,No,No,No,Mensal,Yes,BoletoEletronico,69.85,69.85,Yes,
